ID,Chinese,English,Context,Source,Notes
serviceshortvideo_face_detect_activity_please_aim_at_face__i_will_record_screen_to_recognize_face,请对准面部，即将录屏识别人脸,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_activity_please_aim_at_your_face_and_start_recognizing_your_face_,请对准面部，开始识别人脸,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_activity_please_aim_at_your_face_and_start_recognizing_your_face_for_light,请将脸部对准识别区域,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_activity_please_close,请将脸部靠近识别区域,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_activity_please_open_storage_permissions,请打开存储权限,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_activity_restart_hint,请尽量保持头部与手机静止,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_activity_restart_once,再试一次,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_activity_tips_1,请保持人脸在检测框内,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_activity_tips_10,请眨眨眼,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_activity_tips_10_mouse,请张开嘴,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_activity_tips_2,未检测到人脸,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_activity_tips_3,请靠近一点,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_activity_tips_30,已超时，请重试,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_activity_tips_4,请保持一个人脸在屏幕内,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_activity_tips_5,光线不足,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_activity_tips_6,光线过强,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_activity_tips_60,请保持静止,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_activity_tips_70,请勿遮挡,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_activity_tips_80,请面向屏幕,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_light_soon,屏幕即将闪烁，请保持姿势不变,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_view_model_blink,眨眼,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_view_model_nod,点头,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_view_model_please,请,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_face_detect_view_model_shaking_head,摇头,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_loop_upload_activity_continue_uploading,继续上传,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_loop_upload_activity_determine,确定,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_loop_upload_activity_face_recognition______________,人脸识别中...,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_loop_upload_activity_file_does_not_exist,文件不存在,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_loop_upload_activity_give_up_uploading,放弃上传,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_loop_upload_activity_please_re_operate_or_replace_equipment_as_required,请重新按要求操作或者更换设备尝试,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_loop_upload_activity_please_try_to_replace_network_environment_or_retry_equipment_,请尝试更换网络环境或设备重试,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_loop_upload_activity_recognition_failure,识别失败,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_loop_upload_activity_upload_completed,上传完成,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_loop_upload_activity_upload_failure,上传失败,,System/SDK,resources.arsc,Extracted from APK resources
serviceshortvideo_loop_upload_activity_want_to_give_up_uploading_,要放弃上传吗？,,System/SDK,resources.arsc,Extracted from APK resources
uploading_progress,正在上传 %d %%,,System/SDK,resources.arsc,Extracted from APK resources
video_take_fail,拍摄失败,,System/SDK,resources.arsc,Extracted from APK resources
subscribe_message,订阅消息,,System/SDK,resources.arsc,Extracted from APK resources
protocol_issuer_name,杭州网易雷火科技有限公司,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_quick_qr,快捷扫码,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_quick_qr_disabled,快捷扫码,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_quick_qr_long,快捷扫码,,System/SDK,resources.arsc,Extracted from APK resources
crop__done,決定,,System/SDK,resources.arsc,Extracted from APK resources
crop__pick_error,画像が見つかりません,,System/SDK,resources.arsc,Extracted from APK resources
crop__saving,保存中…,,System/SDK,resources.arsc,Extracted from APK resources
crop__wait,お待ちください…,,System/SDK,resources.arsc,Extracted from APK resources
need_write_external_storage,[ファイルを保存する]という権限がオフとなっています。アカウントやゲームの進行状況、設定内容などのデータ保存·読取を行うには、設定->権限からオンにする必要があります。こちらはほかの内容を書き込めないので、ご安心下さい。,,System/SDK,resources.arsc,Extracted from APK resources
need_write_external_storage_tips,ゲームアカウント、ゲーム進度およびゲーム設定情報などの内容の保存と読み込みのため、ストレージデバイスへの読み書きを求めています。同時に、他のデバイス情報を読み込まないことを保証します。もしあなたがこの機能を許可しないと、アカウントのセキュリティなどのため、本ゲームは起動できません。,,System/SDK,resources.arsc,Extracted from APK resources
neox_abort,終了,,System/SDK,resources.arsc,Extracted from APK resources
neox_available,利用可能,,System/SDK,resources.arsc,Extracted from APK resources
neox_back,戻る,,System/SDK,resources.arsc,Extracted from APK resources
neox_confirm,確認,Confirm,Button,resources.arsc,Extracted from APK resources
neox_dumpview_confirm,確認,Confirm,Button,resources.arsc,Extracted from APK resources
neox_dumpview_label,システムの不具合が発生し、エラー報告送信しますか？,,System/SDK,resources.arsc,Extracted from APK resources
neox_forward,進む,,System/SDK,resources.arsc,Extracted from APK resources
neox_ignore,無視,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_adjust_res,解像度を調整,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_auto_res,解像度を自動調整,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_check_update,アップデート確認中,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_continue,更新を続ける,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_copying,初回スタート、解凍しています,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_data_dir,パケット位置,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_device_test,機能テスト,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_external_sd,外部ストレージ,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_failure,更新エラー,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_failure_checkupdate,アップデート失敗、ゲームを再起動する,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_failure_engine,バージョンが古いので、最新バージョンにアップデートしましょう,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_internal_sd,内部ストレージ,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_no_enough_space,容量不足ので、内部メモリを整理し、または外部SDカードをごチェックください,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_not_wifi,WIFIに接続していないので、更新しますか？,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_stop,更新停止,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_updating,アップデート中,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_warn,ご注意,,System/SDK,resources.arsc,Extracted from APK resources
neox_pick_image,画像を選択,,System/SDK,resources.arsc,Extracted from APK resources
neox_refresh,更新,,System/SDK,resources.arsc,Extracted from APK resources
neox_retry,もう一度試してみます,,System/SDK,resources.arsc,Extracted from APK resources
neox_setting,設置,,System/SDK,resources.arsc,Extracted from APK resources
neox_unavailable,利用不可能,,System/SDK,resources.arsc,Extracted from APK resources
neox_welcomeview_start_engine,エンジンを起動する,,System/SDK,resources.arsc,Extracted from APK resources
neox_welcomeview_total_update_file_num,更新する必要があるファイルの総数,,System/SDK,resources.arsc,Extracted from APK resources
neox_welcomeview_updated_file_num,更新されたファイル数,,System/SDK,resources.arsc,Extracted from APK resources
obb_access_failed,ファイルへのアクセスが拒否されました,,System/SDK,resources.arsc,Extracted from APK resources
obb_access_message,外部ストレージにアクセスできません,,System/SDK,resources.arsc,Extracted from APK resources
obb_download_btn_pause,一時停止,,OBB Downloader,resources.arsc,Extracted from APK resources
obb_download_btn_resume,再開,,OBB Downloader,resources.arsc,Extracted from APK resources
obb_download_title_complete,完了,,OBB Downloader,resources.arsc,Extracted from APK resources
obb_download_title_coping,ファイルコピー中,,OBB Downloader,resources.arsc,Extracted from APK resources
obb_download_title_downloading,ダウンロード中,,OBB Downloader,resources.arsc,Extracted from APK resources
obb_download_title_failed,ダウンロード失敗,,OBB Downloader,resources.arsc,Extracted from APK resources
obb_download_title_paused,ダウンロード一時停止,,OBB Downloader,resources.arsc,Extracted from APK resources
abc_action_bar_home_description,ホームに戻る,,System/SDK,resources.arsc,Extracted from APK resources
abc_action_bar_up_description,前に戻る,,System/SDK,resources.arsc,Extracted from APK resources
abc_action_menu_overflow_description,その他のオプション,,System/SDK,resources.arsc,Extracted from APK resources
abc_action_mode_done,完了,,System/SDK,resources.arsc,Extracted from APK resources
abc_activity_chooser_view_see_all,すべて表示,,System/SDK,resources.arsc,Extracted from APK resources
abc_activitychooserview_choose_application,アプリの選択,,System/SDK,resources.arsc,Extracted from APK resources
abc_search_hint,検索…,,System/SDK,resources.arsc,Extracted from APK resources
abc_searchview_description_clear,検索キーワードを削除,,System/SDK,resources.arsc,Extracted from APK resources
abc_searchview_description_query,検索キーワード,,System/SDK,resources.arsc,Extracted from APK resources
abc_searchview_description_search,検索,,System/SDK,resources.arsc,Extracted from APK resources
abc_searchview_description_submit,検索キーワードを送信,,System/SDK,resources.arsc,Extracted from APK resources
abc_searchview_description_voice,音声検索,,System/SDK,resources.arsc,Extracted from APK resources
abc_shareactionprovider_share_with,共有,,System/SDK,resources.arsc,Extracted from APK resources
abc_shareactionprovider_share_with_application,%sと共有,,System/SDK,resources.arsc,Extracted from APK resources
abc_toolbar_collapse_description,折りたたむ,,System/SDK,resources.arsc,Extracted from APK resources
search_menu_title,検索,,System/SDK,resources.arsc,Extracted from APK resources
netease_permissionkit_sdk__continue,続ける,,System/SDK,resources.arsc,Extracted from APK resources
netease_permissionkit_sdk__goto_settings_tip,システム設定で必要な権限を許可してください。,,System/SDK,resources.arsc,Extracted from APK resources
netease_permissionkit_sdk__refuse_tip,権限がないため、この機能は正常に使用できません。,,System/SDK,resources.arsc,Extracted from APK resources
confirm_device_credential_password,パスワードを使用,Confirm,Button,resources.arsc,Extracted from APK resources
default_error_msg,不明なエラーです,,System/SDK,resources.arsc,Extracted from APK resources
fingerprint_dialog_touch_sensor,指紋認証センサーをタップ,,System/SDK,resources.arsc,Extracted from APK resources
fingerprint_error_hw_not_available,指紋認証ハードウェアは使用できません。,,System/SDK,resources.arsc,Extracted from APK resources
fingerprint_error_hw_not_present,このデバイスには指紋認証センサーがありません,,System/SDK,resources.arsc,Extracted from APK resources
fingerprint_error_lockout,入力回数が上限を超えました。しばらくしてからもう一度お試しください。,,System/SDK,resources.arsc,Extracted from APK resources
fingerprint_error_no_fingerprints,指紋が登録されていません。,,System/SDK,resources.arsc,Extracted from APK resources
fingerprint_error_user_canceled,指紋認証操作がユーザーによりキャンセルされました。,Cancel,Button,resources.arsc,Extracted from APK resources
fingerprint_not_recognized,認識されませんでした,,System/SDK,resources.arsc,Extracted from APK resources
generic_error_no_device_credential,PIN、パターン、パスワードが設定されていません。,,System/SDK,resources.arsc,Extracted from APK resources
generic_error_user_canceled,認証はユーザーによりキャンセルされました。,Cancel,Button,resources.arsc,Extracted from APK resources
ntunisdk_scan_camera_tips,アプリがカメラにアクセスすることを許可してください,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_need_camera_permission,あなたはQRコードをスキャンするので、このアプリはあなたのカメラにアクセスする必要があります。,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_not_valid_qr,有効なQRコードではありません,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_permission_rationale_tip,許可が与えられていないため、カメラにアクセスできません。アプリ設定でカメラの許可を許可してください,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_qrcode_quit_app_warn,エミュレータにログインしました。アプリを終了しますか？,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_qrcode_scan_retry,QRコードエラー。もう一度エミュレータのQRコードをスキャンしてログインしてください。,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_quit_app,アプリを終了,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_refuse_external_storage,アクセス権限がないため、コードのスキャンができません。アクセスを許可してください。,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_request_external_storage,コードをスキャンする必要があるため、アルバムへのアクセスを許可してください。,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_start_game,ゲームを起動,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_storage_tips,アプリがストレージにアクセスすることを許可してください,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_tips,QRコードを揃えてスキャンしてください。,,System/SDK,resources.arsc,Extracted from APK resources
ntunisdk_scan_touch_screen_to_continue,画面をタップしてスキャンを続ける,,System/SDK,resources.arsc,Extracted from APK resources
need_write_external_storage,您已经关闭了[存储设备文件]的权限，由于需要保存与读取登录账号，游戏进度，游戏设定信息等内容，所以需要在设定->权限中允许这个权限。我们保证不会读写手机其他位置的内容。,,System/SDK,resources.arsc,Extracted from APK resources
need_write_external_storage_tips,由于需要保存与读取游戏账号，游戏进度以及游戏设定信息等内容，所以我们需要[读写存储设备]的权限，同时我们也保证不会读取手机其他位置的内容。如果您拒绝了这个权限，由于账号安全等方面的考虑，将不能运行本游戏。,,System/SDK,resources.arsc,Extracted from APK resources
neox_abort,中止,,System/SDK,resources.arsc,Extracted from APK resources
neox_available,可用,,System/SDK,resources.arsc,Extracted from APK resources
neox_back,後退,,System/SDK,resources.arsc,Extracted from APK resources
neox_cancel,取消,Cancel,Button,resources.arsc,Extracted from APK resources
neox_close,关闭,,System/SDK,resources.arsc,Extracted from APK resources
neox_confirm,确定,Confirm,Button,resources.arsc,Extracted from APK resources
neox_dumpview_cancel,取消,Cancel,Button,resources.arsc,Extracted from APK resources
neox_dumpview_confirm,确认,Confirm,Button,resources.arsc,Extracted from APK resources
neox_dumpview_label,非常抱歉，我们的程序刚刚发生了一个崩溃，发送错误报告？,,System/SDK,resources.arsc,Extracted from APK resources
neox_exit_game_tip,确定要退出游戏？,Confirm to exit?,Dialog Message,resources.arsc,Extracted from APK resources
neox_exit_game_title,退出游戏,Exit Game,Dialog Title,resources.arsc,Extracted from APK resources
neox_forward,前進,,System/SDK,resources.arsc,Extracted from APK resources
neox_ignore,忽略,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_adjust_res,调整分辨率,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_asset_size_to_copy,需要复制的Asset大小,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_auto_res,自适应分辨率,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_check_update,检查更新中....,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_continue,继续更新,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_copy_data,安装数据包,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_copying,首次启动，正在努力解压资源...,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_data_dir,数据包位置,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_data_sd,data目录,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_device_test,机能测试,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_external_sd,外置存储,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_failure,更新失败,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_failure_checkupdate,"检查更新失败,请重新启动游戏",,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_failure_engine,"游戏版本过旧,请下载最新版本",,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_internal_sd,内置存储,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_multithread_gpures,多线程GLES,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_multithread_render,多线程渲染,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_no_enough_space,"空间不足, 请清理内存卡或检查SD卡是否已插入",,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_not_wifi,"你没有使用WIFI,是否继续更新",,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_start_game,启动游戏,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_stop,停止更新,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_updating,正在更新,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_warn,警告,,System/SDK,resources.arsc,Extracted from APK resources
neox_no,否,,System/SDK,resources.arsc,Extracted from APK resources
neox_pick_from_camera,相机,,System/SDK,resources.arsc,Extracted from APK resources
neox_pick_from_library,相册,,System/SDK,resources.arsc,Extracted from APK resources
neox_pick_image,选择图像,,System/SDK,resources.arsc,Extracted from APK resources
neox_refresh,刷新,,System/SDK,resources.arsc,Extracted from APK resources
neox_retry,重试,,System/SDK,resources.arsc,Extracted from APK resources
neox_setting,设置,,System/SDK,resources.arsc,Extracted from APK resources
neox_unavailable,不可用,,System/SDK,resources.arsc,Extracted from APK resources
neox_welcomeview_rsync_all,Rsync同步所有文件,,System/SDK,resources.arsc,Extracted from APK resources
neox_welcomeview_rsync_script,Rsync仅同步脚本文件,,System/SDK,resources.arsc,Extracted from APK resources
neox_welcomeview_start_engine,启动游戏引擎,,System/SDK,resources.arsc,Extracted from APK resources
neox_welcomeview_total_update_file_num,需要更新的文件总数,,System/SDK,resources.arsc,Extracted from APK resources
neox_welcomeview_updated_file_num,已更新文件数量,,System/SDK,resources.arsc,Extracted from APK resources
neox_yes,是,,System/SDK,resources.arsc,Extracted from APK resources
need_write_external_storage,您已經關閉了[儲存裝置檔案]的權限，由於需要儲存與讀取登入帳號、遊戲進度、遊戲設定資訊等內容，所以需要在設定->權限中允許這個權限。我們保證不會讀取手機其他位置的內容。,,System/SDK,resources.arsc,Extracted from APK resources
need_write_external_storage_tips,由於需要儲存與讀取遊戲帳號、遊戲進度以及遊戲設定資訊等內容，我們需要[讀寫儲存裝置]的權限，同時我們也保證不會讀取手機其他位置的內容。如果您拒絕了這個權限，基於帳號安全等考慮，將無法執行本遊戲。,,System/SDK,resources.arsc,Extracted from APK resources
neox_close,關閉,,System/SDK,resources.arsc,Extracted from APK resources
neox_confirm,確定,Confirm,Button,resources.arsc,Extracted from APK resources
neox_dumpview_label,非常抱歉，我們的系統發生了故障，是否傳送錯誤報告？,,System/SDK,resources.arsc,Extracted from APK resources
neox_exit_game_tip,確定要退出游戲？,Confirm to exit?,Dialog Message,resources.arsc,Extracted from APK resources
neox_exit_game_title,退出游戲,Exit Game,Dialog Title,resources.arsc,Extracted from APK resources
neox_launcher_adjust_res,調整解析度,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_asset_size_to_copy,需要複製的Asset大小,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_auto_res,自動調整解析度,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_check_update,檢查更新中...,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_continue,繼續更新,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_copy_data,安裝資料包,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_copying,首次啟動，正在努力解壓縮檔案...,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_data_dir,資料包位置,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_data_sd,資料目錄,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_device_test,性能測試,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_external_sd,外部儲存,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_failure,更新失敗,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_failure_checkupdate,檢查更新失敗，請重新啟動遊戲,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_failure_engine,遊戲版本過舊，請下載最新版本,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_internal_sd,內部儲存,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_multithread_gpures,多執行緒GLES,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_multithread_render,多執行緒渲染,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_no_enough_space,空間不足，請清理記憶體或檢查SD卡是否已插入,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_not_wifi,您沒有使用WiFi，是否繼續更新,,System/SDK,resources.arsc,Extracted from APK resources
neox_launcher_start_game,啟動遊戲,,System/SDK,resources.arsc,Extracted from APK resources
neox_pick_from_camera,相機,,System/SDK,resources.arsc,Extracted from APK resources
neox_pick_from_library,相簿,,System/SDK,resources.arsc,Extracted from APK resources
neox_pick_image,選擇影像,,System/SDK,resources.arsc,Extracted from APK resources
neox_retry,重試,,System/SDK,resources.arsc,Extracted from APK resources
neox_setting,設定,,System/SDK,resources.arsc,Extracted from APK resources
neox_welcomeview_rsync_all,Rsync同步所有檔案,,System/SDK,resources.arsc,Extracted from APK resources
neox_welcomeview_rsync_script,Rsync僅同步腳本檔案,,System/SDK,resources.arsc,Extracted from APK resources
neox_welcomeview_start_engine,啟動遊戲引擎,,System/SDK,resources.arsc,Extracted from APK resources
neox_welcomeview_total_update_file_num,需要更新的檔案總數,,System/SDK,resources.arsc,Extracted from APK resources
neox_welcomeview_updated_file_num,已更新檔案數量,,System/SDK,resources.arsc,Extracted from APK resources
obb_access_failed,檔案存取失敗,,System/SDK,resources.arsc,Extracted from APK resources
obb_access_message,無法存取外部記憶體,,System/SDK,resources.arsc,Extracted from APK resources
obb_download_btn_pause,暫停,,OBB Downloader,resources.arsc,Extracted from APK resources
obb_download_btn_resume,繼續,,OBB Downloader,resources.arsc,Extracted from APK resources
obb_download_btn_retry,重試,,OBB Downloader,resources.arsc,Extracted from APK resources
obb_download_title_complete,完成,,OBB Downloader,resources.arsc,Extracted from APK resources
obb_download_title_coping,複製檔案中…,,OBB Downloader,resources.arsc,Extracted from APK resources
obb_download_title_downloading,下載中…,,OBB Downloader,resources.arsc,Extracted from APK resources
obb_download_title_failed,下載失敗,,OBB Downloader,resources.arsc,Extracted from APK resources
obb_download_title_paused,下載暫停,,OBB Downloader,resources.arsc,Extracted from APK resources
unisdk_lbs_permission_deny,定位所需要的權限被拒絕授予，您的定位功能將無法使用,,System/SDK,resources.arsc,Extracted from APK resources
unisdk_lbs_permission_deny_dialog_pos_btn,前往設置,,System/SDK,resources.arsc,Extracted from APK resources
unisdk_lbs_permission_deny_more,定位所需要的權限被拒絕授予，您的定位功能將無法使用。若您之後有需要，請自行到應用程式的設置界面內開啟,,System/SDK,resources.arsc,Extracted from APK resources
unisdk_lbs_permission_message,由於需要獲取您的位置信息，需要申請設備的定位權限,,System/SDK,resources.arsc,Extracted from APK resources
unisdk_lbs_permission_tips,接下来使用的功能需要去獲取您的位置信息，所以遊戲會嘗試申請設備的定位權限,,System/SDK,resources.arsc,Extracted from APK resources
unisdk_lbs_permission_to_setting_ression,定位所需要的權限被拒絕授予，定位功能將無法使用。您可前往設置界面開啟權限。,,System/SDK,resources.arsc,Extracted from APK resources
unisdk_protocol_title,用戶協議,,System/SDK,resources.arsc,Extracted from APK resources
unisdk_protocol_confirm,確定,Confirm,Button,resources.arsc,Extracted from APK resources
unisdk_protocol_accept,接受,,System/SDK,resources.arsc,Extracted from APK resources
unisdk_protocol_reject,拒絕,,System/SDK,resources.arsc,Extracted from APK resources
abc_action_bar_home_description,瀏覽主頁,,System/SDK,resources.arsc,Extracted from APK resources
abc_action_bar_up_description,向上瀏覽,,System/SDK,resources.arsc,Extracted from APK resources
abc_action_menu_overflow_description,更多選項,,System/SDK,resources.arsc,Extracted from APK resources
abc_action_mode_done,完成,,System/SDK,resources.arsc,Extracted from APK resources
abc_activity_chooser_view_see_all,查看全部,,System/SDK,resources.arsc,Extracted from APK resources
abc_activitychooserview_choose_application,選擇應用程式,,System/SDK,resources.arsc,Extracted from APK resources
abc_capital_off,關閉,,System/SDK,resources.arsc,Extracted from APK resources
abc_capital_on,開啟,,System/SDK,resources.arsc,Extracted from APK resources
abc_menu_delete_shortcut_label,刪除,,System/SDK,resources.arsc,Extracted from APK resources
abc_menu_enter_shortcut_label,Enter 鍵,,System/SDK,resources.arsc,Extracted from APK resources
abc_menu_space_shortcut_label,空白鍵,,System/SDK,resources.arsc,Extracted from APK resources
abc_search_hint,搜尋…,,System/SDK,resources.arsc,Extracted from APK resources
abc_searchview_description_clear,清除查詢,,System/SDK,resources.arsc,Extracted from APK resources
abc_searchview_description_query,搜尋查詢,,System/SDK,resources.arsc,Extracted from APK resources
abc_searchview_description_search,搜尋,,System/SDK,resources.arsc,Extracted from APK resources
abc_searchview_description_submit,提交查詢,,System/SDK,resources.arsc,Extracted from APK resources
abc_searchview_description_voice,語音搜尋,,System/SDK,resources.arsc,Extracted from APK resources
abc_shareactionprovider_share_with,分享對象,,System/SDK,resources.arsc,Extracted from APK resources
abc_shareactionprovider_share_with_application,使用「%s」分享,,System/SDK,resources.arsc,Extracted from APK resources
abc_toolbar_collapse_description,收合,,System/SDK,resources.arsc,Extracted from APK resources
search_menu_title,搜尋,,System/SDK,resources.arsc,Extracted from APK resources
netease_permissionkit_sdk__cancel,取消,Cancel,Button,resources.arsc,Extracted from APK resources
netease_permissionkit_sdk__continue,繼續,,System/SDK,resources.arsc,Extracted from APK resources
netease_permissionkit_sdk__goto_settings,去設置,,System/SDK,resources.arsc,Extracted from APK resources
netease_permissionkit_sdk__goto_settings_tip,請在系統設置中開啟功能需要的權限。,,System/SDK,resources.arsc,Extracted from APK resources
netease_permissionkit_sdk__refuse_tip,由於缺少權限，功能無法正常運行。,,System/SDK,resources.arsc,Extracted from APK resources
confirm_device_credential_password,使用密碼,Confirm,Button,resources.arsc,Extracted from APK resources
default_error_msg,不明錯誤,,System/SDK,resources.arsc,Extracted from APK resources
fingerprint_dialog_touch_sensor,請輕觸指紋感應器,,System/SDK,resources.arsc,Extracted from APK resources
fingerprint_error_hw_not_available,無法使用指紋硬件。,,System/SDK,resources.arsc,Extracted from APK resources
fingerprint_error_hw_not_present,此裝置沒有指紋感應器,,System/SDK,resources.arsc,Extracted from APK resources
fingerprint_error_lockout,嘗試次數過多。請稍後再試。,,System/SDK,resources.arsc,Extracted from APK resources
fingerprint_error_no_fingerprints,尚未註冊任何指紋。,,System/SDK,resources.arsc,Extracted from APK resources
fingerprint_error_user_canceled,使用者已取消指紋操作。,Cancel,Button,resources.arsc,Extracted from APK resources
fingerprint_not_recognized,未能識別,,System/SDK,resources.arsc,Extracted from APK resources
generic_error_no_device_credential,未設定 PIN、圖案或密碼。,,System/SDK,resources.arsc,Extracted from APK resources
generic_error_no_keyguard,這部裝置不支援 PIN、圖案或密碼。,,System/SDK,resources.arsc,Extracted from APK resources
generic_error_user_canceled,使用者已取消驗證。,Cancel,Button,resources.arsc,Extracted from APK resources
unisdk_protocol_cancel,取消,Cancel,Button,resources.arsc,Extracted from APK resources
